도시,장소명(한국어),장소명(영문),분류,위도,경도,UNESCO,한국관광100선,권장체류(분),운영시간,설명
평창,허브나라농원,Herbnara Farm,힐링·생태,37.63595,128.34259,,,80,09:00–18:00 · 유료,흥정계곡을 낀 허브 정원.
부산,황령산 봉수대,Hwangnyeongsan Beacon,힐링·생태,35.1571,129.08208,,,60,상시 개방 · 무료,부산 전역과 광안대교가 보이는 야경 전망대.
부산,송상현광장,Songsanghyeon Square,힐링·생태,35.16415,129.06481,,,40,상시 개방 · 무료,도심 대로 한가운데의 띠 모양 광장.
부산,다대포해수욕장,Dadaepo Beach,해양·자연,35.0469,128.96624,,,80,상시 개방 · 분수 여름,낙동강 하구의 얕은 해변. 꿈의낙조분수가 있다.
부산,임랑해수욕장,Imnang Beach,해양·자연,35.31634,129.26235,,,60,상시 개방 · 해수욕 7–8월,솔숲을 낀 기장 북쪽 해변.
부산,아난티 코브,Ananti Cove,힐링·생태,35.20058,129.22929,,,90,시설별 상이 · 유료,해안 절벽에 선 리조트와 서점·온천.
대구,대구 근대골목,Modern History Alley,역사·문화,35.86543,128.591,,,80,상시 개방 · 무료,청라언덕과 계산성당을 잇는 근대 골목 코스.
대구,서문시장 야시장,Seomun Night Market,로컬·먹거리,35.86855,128.58026,,,70,19:00–23:30 · 계절별 상이,80여 매대가 서는 대구의 야시장.
대구,팔공산 갓바위,Gatbawi Buddha,역사·문화,35.98164,128.7365,,,120,상시 개방 · 무료,소원 하나는 들어준다는 산 정상의 석불.
대구,아양기찻길,Ayang Rail Bridge,테마파크·액티비티,35.89031,128.63835,,,40,상시 개방 · 무료,폐철교를 고친 전망 보행교와 갤러리.
대구,스파밸리,Spa Valley,힐링·생태,35.78806,128.63545,,,150,09:00–19:00 · 유료,온천과 워터파크를 함께 둔 시설.
경주,골굴사,Golgulsa Temple,역사·문화,35.80304,129.40554,,,70,08:00–18:00 · 유료,바위굴에 새긴 마애불. 선무도로 알려져 있다.
경주,기림사,Girimsa Temple,역사·문화,35.83795,129.40345,,,70,08:00–18:00 · 유료,함월산 자락의 신라 고찰.
경주,양남 주상절리 파도소리길,Yangnam Columnar Joint Trail,해양·자연,35.68987,129.47494,,,60,상시 개방 · 무료,부채꼴 주상절리를 따라 걷는 해안길.
울산,십리대숲,Simni Bamboo Grove,힐링·생태,35.54612,129.29564,,,70,상시 개방 · 무료,태화강을 따라 4km 이어지는 대숲길.
울산,슬도,Seuldo Island,해양·자연,35.46667,129.43333,,,50,상시 개방 · 무료,파도 소리가 거문고 같다는 방파제 섬.
울산,강동 몽돌해변,Gangdong Pebble Beach,해양·자연,35.6301,129.44117,,,50,상시 개방 · 무료,자갈이 구르는 소리로 알려진 해변.
창원,저도 콰이강의다리,Jeodo Skywalk Bridge,테마파크·액티비티,35.06669,128.56245,,,50,09:00–18:00 · 무료,바다를 건너는 유리 바닥 보행교.
창원,진해해양공원,Jinhae Maritime Park,해양·자연,35.09244,128.71973,,,80,09:00–18:00 · 유료,솔라타워와 짚트랙을 둔 해양공원.
창원,마산해양드라마세트장,Masan Drama Set,테마파크·액티비티,35.10991,128.54133,,,50,09:00–18:00 · 무료,삼국지 촬영을 위해 지은 바닷가 세트장.
통영,소매물도,Somaemuldo,해양·자연,34.62708,128.55057,,,240,여객선 시간 확인 · 유료,등대섬으로 건너는 물길이 열리는 섬.
통영,연화도,Yeonhwado,해양·자연,34.64522,128.35972,,,180,여객선 시간 확인 · 유료,절벽 능선과 용머리 해안으로 알려진 섬.
통영,사량도,Saryangdo,힐링·생태,34.84941,128.19729,,,240,여객선 시간 확인 · 유료,지리산 능선 종주로 알려진 섬.
거제,공곶이,Gonggoji,힐링·생태,34.79976,128.71521,,,80,상시 개방 · 무료,수선화가 덮는 바닷가 계단 농원.
거제,근포동굴,Geunpo Cave,테마파크·액티비티,34.72292,128.59076,,,40,상시 개방 · 무료,일제강점기에 판 굴. 바다로 난 프레임이 된다.
거제,여차몽돌해변,Yeocha Pebble Beach,해양·자연,34.77175,128.63949,,,50,상시 개방 · 무료,해안도로 끝의 몽돌 해변.
전주,완산칠봉 꽃동산,Wansan Chilbong Flower Hill,힐링·생태,35.80896,127.14688,,,60,상시 개방 · 겹벚꽃 4월,겹벚꽃과 철쭉으로 덮이는 봄 언덕.
전주,아중호수,Ajung Lake,힐링·생태,35.82196,127.17738,,,50,상시 개방 · 무료,둘레길과 카페가 늘어선 도심 호수.
전주,치명자산성지,Chimyeongjasan Holy Ground,역사·문화,35.8085,127.16786,,,60,상시 개방 · 무료,순교자를 모신 언덕 성지. 전주 시내가 보인다.
광주,국립 5·18 민주묘지,May 18 National Cemetery,역사·문화,35.23534,126.94012,,,70,09:00–18:00 · 무료,1980년 희생자를 모신 국립묘지.
광주,사직공원 전망타워,Sajik Park Tower,힐링·생태,35.14185,126.91168,,,50,10:00–22:00 · 무료,무등산과 도심 야경이 보이는 전망대.
광주,펭귄마을,Penguin Village,테마파크·액티비티,35.14054,126.91756,,,50,상시 · 상점별 상이,고물로 꾸민 골목 예술마을.
여수,하화도 꽃섬,Hwahado Flower Island,해양·자연,34.59342,127.61784,,,180,여객선 시간 확인 · 유료,야생화 둘레길이 도는 작은 섬.
여수,고소동 천사벽화골목,Goso-dong Mural Alley,테마파크·액티비티,34.73981,127.74067,,,50,상시 개방 · 무료,1004개 벽화가 이어지는 언덕 골목.
여수,만성리 검은모래해변,Manseong-ri Black Sand Beach,해양·자연,34.77738,127.74489,,,50,상시 개방 · 해수욕 7–8월,검은 모래로 알려진 해변.
목포,삼학도,Samhakdo,힐링·생태,34.78297,126.39143,,,60,상시 개방 · 무료,김대중노벨평화상기념관이 있는 섬 공원.
목포,고하도 용머리,Gohado Yongmeori,해양·자연,34.78514,126.35548,,,70,상시 개방 · 무료,해상 데크길과 전망대가 있는 섬 끝.
목포,서산동 시화골목,Seosan-dong Poetry Alley,테마파크·액티비티,34.78184,126.37714,,,50,상시 개방 · 무료,주민의 시와 그림이 붙은 계단 골목.
순천,송광사,Songgwangsa Temple,역사·문화,35.0003,127.2731,,,90,08:00–18:00 · 유료,승보종찰로 꼽히는 조계산의 절.
순천,조계산,Jogyesan,힐링·생태,35.0025,127.31361,,,150,상시 개방 · 무료,선암사와 송광사를 잇는 산길.
순천,뿌리깊은나무박물관,Deep-rooted Tree Museum,역사·문화,34.90365,127.33986,,,50,09:00–18:00 · 유료,낙안읍성 옆 민속 유물 박물관.
제주,비자림로 삼나무길,Bijarim-ro Cedar Road,힐링·생태,33.47005,126.78635,,,40,상시 개방 · 무료,삼나무가 늘어선 드라이브 길.
제주,김녕 미로공원,Gimnyeong Maze Park,테마파크·액티비티,33.53688,126.77254,,,60,09:00–18:00 · 유료,랜디 서바이벌 정원 미로.
제주,아쿠아플라넷 제주,Aquaplanet Jeju,테마파크·액티비티,33.43278,126.92782,,,120,10:00–19:00 · 유료,국내 최대 규모의 아쿠아리움.
제주,스누피가든,Snoopy Garden,테마파크·액티비티,33.4442,126.77831,,,90,09:00–19:00 · 유료,피너츠를 주제로 한 정원과 전시관.
제주,함덕 서우봉,Seoubong Hill,힐링·생태,33.54332,126.66985,,,60,상시 개방 · 무료,함덕해변을 내려다보는 오름. 봄에 유채가 핀다.
안동,봉정사,Bongjeongsa Temple,역사·문화,36.65327,128.6629,Y,,80,08:00–18:00 · 유료,극락전이 남은 최고(最古) 목조건물. 유네스코 산사다.
안동,만휴정,Manhyujeong,역사·문화,36.41043,128.9098,,,40,상시 개방 · 무료,계곡 위 외나무다리로 건너는 정자.
안동,예끼마을,Yekki Village,테마파크·액티비티,36.69809,128.81263,,,60,상시 · 상점별 상이,수몰 마을에 들어선 벽화·공방 마을.
경주,남산 삼릉,Namsan Samneung,역사·문화,35.76806,129.22556,,,90,상시 개방 · 무료,솔숲에 든 신라 왕릉 셋. 남산 마애불로 오른다.
경주,무장사지,Mujangsa Temple Site,역사·문화,35.88278,129.36062,,,60,상시 개방 · 무료,계곡 깊이 남은 절터와 삼층석탑.
경주,황남빵 본점,Hwangnam Bread,로컬·먹거리,35.84085,129.21368,,,30,08:00–22:00,1939년에 연 경주의 팥빵집.
포항,이가리 닻전망대,Igari Anchor Observatory,해양·자연,36.18835,129.3799,,,50,09:00–18:00 · 무료,바다로 뻗은 닻 모양 전망대.
포항,호미반도 해안둘레길,Homi Peninsula Trail,해양·자연,36.01453,129.47807,,,120,상시 개방 · 무료,기암과 데크가 이어지는 해안 도보길.
포항,오어사,Oeosa Temple,힐링·생태,35.92632,129.36885,,,60,08:00–18:00 · 무료,저수지를 낀 절. 원효교가 놓여 있다.
대전,장태산자연휴양림,Jangtaesan Forest,힐링·생태,36.21872,127.34016,,Y,90,09:00–18:00 · 유료,메타세쿼이아 숲의 스카이웨이.
대전,수통골,Sutonggol Valley,힐링·생태,36.34435,127.28793,,,80,상시 개방 · 무료,계룡산 국립공원 동쪽 계곡.
대전,신세계 아트앤사이언스,Shinsegae Art & Science,로컬·먹거리,36.37513,127.3824,,,120,10:30–20:00,과학관과 전망대를 품은 백화점.
청주,문의문화재단지,Munui Heritage Village,역사·문화,36.50836,127.49381,,,70,09:00–18:00 · 유료,대청호 수몰 마을을 옮겨 세운 단지.
청주,미동산수목원,Midongsan Arboretum,힐링·생태,36.62627,127.66576,,,80,09:00–18:00 · 무료,산림과학과 곤충을 함께 다루는 수목원.
천안,광덕사,Gwangdeoksa Temple,역사·문화,36.67666,127.09273,,,60,08:00–18:00 · 유료,호두나무 시배지로 알려진 절.
공주,계룡산 갑사,Gapsa Temple,역사·문화,36.37845,127.18439,,,80,08:00–18:00 · 유료,계룡산 서쪽의 절. 가을 단풍길로 알려져 있다.
공주,고마나루,Gomanaru,역사·문화,36.47086,127.10653,,,50,상시 개방 · 무료,곰 전설이 남은 금강 나루터 솔숲.
전주,덕진채련,Deokjin Lotus Pond,힐링·생태,35.84756,127.11767,,,50,상시 개방 · 무료,덕진공원 연지. 여름 연꽃으로 알려져 있다.
전주,동고산성,Donggosanseong,역사·문화,35.81089,127.1723,,,60,상시 개방 · 무료,후백제 견훤의 도성으로 전하는 산성.
남원,지리산 정령치,Jeongnyeongchi Pass,힐링·생태,35.36383,127.52205,,,70,상시 개방 · 주차 유료,해발 1172m 고갯마루 전망대.
남원,혼불문학관,Honbul Literary Hall,역사·문화,35.48087,127.32003,,,50,09:00–18:00 · 월 휴관 · 무료,최명희의 소설 혼불을 다룬 문학관.
순천,선암사 승선교,Seungseongyo Bridge,역사·문화,34.99385,127.33345,,,30,상시 개방 · 절 입장료,물에 비쳐 원이 되는 무지개 다리.
목포,평화광장 춤추는바다분수,Dancing Sea Fountain,테마파크·액티비티,34.79465,126.43394,,,50,야간 공연 · 무료,바다 위에서 음악에 맞춰 솟는 분수.
군산,새만금방조제,Saemangeum Seawall,해양·자연,35.82022,126.48276,,,70,상시 개방 · 무료,세계 최장 33km 방조제 드라이브.
군산,은파호수공원,Eunpa Lake Park,힐링·생태,35.95535,126.68924,,,60,상시 개방 · 무료,물빛다리가 놓인 도심 호수.
군산,진포해양테마공원,Jinpo Maritime Park,역사·문화,35.98969,126.71611,,,60,09:00–18:00 · 유료,실물 군용 장비를 전시한 항구 공원.
익산,익산 교도소세트장,Iksan Prison Film Set,테마파크·액티비티,36.06951,126.93115,,,50,09:00–18:00 · 월 휴관 · 유료,영화·드라마를 찍는 폐교도소 세트.
익산,금마저수지,Geumma Reservoir,힐링·생태,36.00203,127.05409,,,50,상시 개방 · 무료,미륵사지 가까운 저수지 둘레길.
부산,을숙도 생태공원,Eulsukdo Eco Park,힐링·생태,35.09661,128.93723,,,80,상시 개방 · 무료,낙동강 하구의 철새 도래지 공원.
부산,오랑대공원,Orangdae Park,해양·자연,35.2057,129.22769,,,50,상시 개방 · 무료,바위 위 해신당과 일출로 알려진 해안.
부산,청사포 다릿돌전망대,Cheongsapo Daritdol Observatory,해양·자연,35.16404,129.19672,,,40,09:00–18:00 · 무료,바다 위로 뻗은 유리 전망대.
김해,봉하마을,Bongha Village,역사·문화,35.31417,128.76956,,,70,상시 개방 · 무료,노무현 전 대통령의 생가와 묘역.
김해,분청도자박물관,Buncheong Ceramics Museum,역사·문화,35.25165,128.74583,,,50,09:00–18:00 · 월 휴관 · 유료,분청사기를 다룬 도자 박물관.
양산,통도환타지아,Tongdo Fantasia,테마파크·액티비티,35.49879,129.08622,,,150,10:00–18:00 · 유료,통도사 인근의 놀이공원.
양산,에덴밸리,Eden Valley,테마파크·액티비티,35.42908,128.98447,,,150,계절별 상이 · 유료,영남 남부의 스키·리조트 단지.
밀양,위양지,Wiyangji Pond,힐링·생태,35.54648,128.716,,,50,상시 개방 · 무료,이팝나무가 피는 연못. 완재정이 섬에 있다.
밀양,트윈터널,Twin Tunnel,테마파크·액티비티,35.40825,128.80436,,,50,10:00–19:00 · 유료,폐터널을 빛으로 꾸민 전시 공간.
진주,진양호 동물원,Jinyangho Zoo,테마파크·액티비티,35.17187,128.03135,,,60,09:00–18:00 · 유료,진양호 공원 안의 소규모 동물원.
거창,수승대,Suseungdae,힐링·생태,35.76082,127.83301,,,70,상시 개방 · 유료,너럭바위와 정자가 있는 계곡 명승.
거창,금원산자연휴양림,Geumwonsan Forest,힐링·생태,35.7289,127.78954,,,80,09:00–18:00 · 유료,계곡을 낀 산림휴양림.
상주,경천대,Gyeongcheondae,힐링·생태,36.45834,128.24634,,,70,상시 개방 · 무료,낙동강 절벽 위의 전망대.
상주,상주 자전거박물관,Sangju Bicycle Museum,테마파크·액티비티,36.45438,128.25446,,,50,09:00–18:00 · 월 휴관 · 무료,자전거 도시 상주의 박물관.
제주,서귀포 치유의숲,Healing Forest,힐링·생태,33.29884,126.52223,,,90,09:00–17:00 · 예약제 · 유료,편백과 삼나무 사이로 난 치유 숲길.
제주,소정방폭포,Sojeongbang Falls,해양·자연,33.24501,126.57754,,,40,상시 개방 · 무료,바다로 바로 떨어지는 작은 폭포.
제주,엉또폭포,Eongtto Falls,힐링·생태,33.26861,126.49999,,,50,상시 개방 · 무료,비가 와야 모습을 드러내는 숲속 폭포.
제주,감귤박물관,Citrus Museum,테마파크·액티비티,33.27152,126.60766,,,60,09:00–18:00 · 월 휴관 · 유료,제주 감귤의 역사와 품종 전시관.
제주,절물오름,Jeolmul Oreum,힐링·생태,33.43312,126.62778,,,70,상시 개방 · 휴양림 유료,절물자연휴양림 위로 오르는 분화구 오름.
제주,삼양검은모래해변,Samyang Black Sand Beach,해양·자연,33.52601,126.58639,,,60,상시 개방 · 무료,검은 화산 모래가 깔린 해변.
제주,용연구름다리,Yongyeon Bridge,힐링·생태,33.51486,126.51445,,,40,상시 개방 · 무료,계곡 위를 건너는 구름다리. 야간 조명이 켜진다.
제주,도두동 무지개해안도로,Dodu Rainbow Coastal Road,해양·자연,33.50926,126.47197,,,40,상시 개방 · 무료,무지개색 방호벽이 이어지는 해안도로.
동해,논골담길,Nongol Damgil,테마파크·액티비티,37.55289,129.11654,,,60,상시 개방 · 무료,묵호항 언덕의 벽화 골목.
동해,무릉별유천지,Mureung Byeolyucheonji,테마파크·액티비티,37.46984,129.03201,,,90,09:00–18:00 · 유료,폐석회광산을 고친 호수와 짚와이어.
정선,정선 스카이워크,Jeongseon Skywalk,테마파크·액티비티,37.36346,128.63477,,,60,09:00–17:00 · 유료,절벽 위 유리 전망대와 짚와이어.
정선,민둥산 억새,Mindungsan Silver Grass,힐링·생태,37.25393,128.77757,,,150,상시 개방 · 무료,가을 억새로 덮이는 민둥한 정상.
영월,청령포 관음송,Gwaneumsong Pine,역사·문화,37.17543,128.4441,,,30,청령포 입장 포함,단종의 유배를 지켜봤다는 600년 소나무.
충주,탄금대,Tangeumdae,역사·문화,36.98835,127.89793,,,60,상시 개방 · 무료,우륵이 가야금을 탔다는 절벽 대.
충주,중원 미륵리사지,Mireungni Temple Site,역사·문화,36.82225,128.09508,,,50,상시 개방 · 무료,고려 석불입상이 선 옛 절터.
단양,사인암,Sainam,힐링·생태,36.89439,128.34039,,,50,상시 개방 · 무료,단양팔경의 하나인 수직 암벽.
단양,온달관광지,Ondal Tourist Park,테마파크·액티비티,37.06305,128.49157,,,80,09:00–18:00 · 유료,온달동굴과 드라마 세트가 함께 있다.
제천,정방사,Jeongbangsa Temple,힐링·생태,36.99897,128.20755,,,60,상시 개방 · 무료,바위에 기대어 앉은 절. 청풍호가 내려다보인다.
제천,능강계곡,Neunggang Valley,힐링·생태,36.98732,128.19751,,,60,상시 개방 · 무료,금수산 자락의 맑은 계곡.
아산,공세리성당,Gongseri Catholic Church,역사·문화,36.8822,126.91383,,,50,09:00–18:00 · 무료,고목이 둘러싼 1922년 벽돌 성당.
아산,지중해마을,Mediterranean Village,로컬·먹거리,36.79698,127.06152,,,70,상시 · 상점별 상이,남유럽풍 상점 거리.
당진,왜목마을,Waemok Village,해양·자연,37.04411,126.5275,,,60,상시 개방 · 무료,일출과 일몰을 한자리에서 보는 서해 마을.
당진,삽교호 함상공원,Sapgyoho Warship Park,테마파크·액티비티,36.89004,126.82609,,,70,09:00–18:00 · 유료,퇴역 군함을 전시한 호숫가 공원.
당진,아미미술관,Ami Art Museum,테마파크·액티비티,36.86178,126.68037,,,60,10:00–18:00 · 유료,폐교를 고친 담쟁이 미술관.
서산,해미읍성,Haemi Fortress,역사·문화,36.71258,126.54862,,Y,70,09:00–18:00 · 무료,성벽과 관아가 남은 조선 읍성.
서산,개심사,Gaesimsa Temple,역사·문화,36.7468,126.5904,,,70,08:00–18:00 · 무료,휜 기둥과 왕벚꽃으로 알려진 절.
서산,간월암,Ganwolam Hermitage,해양·자연,36.60365,126.41121,,,50,물때 확인 · 무료,물이 빠지면 길이 열리는 바다 위 암자.
홍성,남당항,Namdang Port,로컬·먹거리,36.53898,126.4698,,,60,상시 · 대하축제 가을,새조개와 대하로 알려진 항구.
홍성,홍주읍성,Hongju Fortress,역사·문화,36.60034,126.66155,,,50,상시 개방 · 무료,동헌과 성벽이 남은 조선 읍성.
예산,수덕사,Sudeoksa Temple,역사·문화,36.66302,126.62255,,,80,08:00–18:00 · 유료,대웅전이 남은 고려 목조건축의 절.
예산,예당호 출렁다리,Yedangho Suspension Bridge,테마파크·액티비티,36.63854,126.8019,,Y,60,09:00–22:00 · 무료,호수를 건너는 402m 보행 현수교.
양양,휴휴암,Hyuhyuam Hermitage,역사·문화,37.96118,128.76756,,,50,04:00–19:00 · 무료,바닷가 바위에 앉은 암자.
양양,남애항,Namae Port,해양·자연,37.94447,128.78742,,,50,상시 개방 · 무료,강원 3대 미항으로 꼽히는 작은 항구.
고성(강원),고성 통일전망대,Goseong Unification Observatory,역사·문화,38.5867,128.37484,,,70,09:00–16:00 · 출입신고 · 유료,금강산과 해금강이 보이는 최북단 전망대.
고성(강원),화진포,Hwajinpo,해양·자연,38.46722,128.43377,,,80,상시 개방 · 일부 유료,"석호와 해변, 김일성 별장이 함께 있다."
고성(강원),왕곡마을,Wanggok Village,역사·문화,38.34014,128.49996,,,60,상시 개방 · 무료,북방식 기와집이 남은 전통 마을.
철원,소이산 전망대,Soisan Observatory,힐링·생태,38.2547,127.18963,,,70,09:00–17:00 · 모노레일 유료,철원평야와 비무장지대가 보이는 산.
문경,에코랄라,Ecorium Mungyeong,테마파크·액티비티,36.65157,128.06003,,,90,09:00–18:00 · 월 휴관 · 유료,석탄박물관과 영상테마파크가 함께 있다.
문경,쌍용계곡,Ssangyong Valley,힐링·생태,36.5692,127.95401,,,70,상시 개방 · 무료,너럭바위가 이어지는 여름 계곡.
영주,소백산 국립공원,Sobaeksan National Park,힐링·생태,36.9575,128.48489,,,180,상시 개방 · 무료,비로봉 철쭉과 겨울 눈꽃으로 알려진 국립공원.
영주,희방폭포,Huibang Falls,힐링·생태,36.91778,128.45796,,,60,상시 개방 · 유료,영남 제일의 폭포로 불리는 28m 물줄기.
김해,국립김해박물관,Gimhae National Museum,역사·문화,35.23882,128.87165,,,70,09:00–18:00 · 월 휴관 · 무료,가야사 전반을 다루는 국립박물관.
김해,봉황동 유적,Bonghwang-dong Relics,역사·문화,35.23186,128.87534,,,40,상시 개방 · 무료,금관가야 최대의 생활 유적지.
김해,김해 수릉원,Suneungwon Garden,힐링·생태,35.23644,128.87664,,,30,상시 개방 · 무료,수로왕릉과 박물관을 잇는 숲 정원.
김해,김해 연지공원,Yeonji Park,힐링·생태,35.24295,128.86099,,,40,상시 개방 · 무료,연못을 둘러싼 시내 산책 공원.
김해,김해천문대,Gimhae Astronomical Observatory,테마파크·액티비티,35.23967,128.8497,,,60,14:00–22:00 · 월 휴관 · 유료,분성산 정상의 천문대와 전망대.
김해,은하사,Eunhasa Temple,역사·문화,35.24777,128.84842,,,40,상시 개방 · 무료,신어산 자락의 고찰.
김해,클레이아크김해미술관,Clayarch Gimhae Museum,테마파크·액티비티,35.25203,128.75235,,,60,10:00–18:00 · 월 휴관 · 유료,건축 도자를 주제로 한 미술관.
김해,낙동강 레일파크,Nakdonggang Rail Park,테마파크·액티비티,35.32483,128.86392,,,90,09:30–17:30 · 유료,폐선 위를 달리는 레일바이크와 와인동굴.
김해,화포천 습지생태공원,Hwapocheon Wetland Park,힐링·생태,35.31135,128.7741,,,60,09:00–18:00 · 무료,철새가 찾아오는 하천 습지.
김해,김해롯데워터파크,Gimhae Lotte Water Park,테마파크·액티비티,35.21133,128.80643,,,240,계절별 상이 · 유료,장유의 대형 워터파크.
김해,김해한옥체험관,Gimhae Hanok Experience Hall,역사·문화,35.23377,128.87771,,,40,09:00–18:00 · 무료(체험 유료),봉황동 유적 옆의 한옥 숙박·체험 시설.
김해,장유대청계곡,Daecheong Valley,힐링·생태,35.18944,128.80317,,,60,상시 개방 · 무료,불모산에서 내려오는 여름 피서 계곡.
창원,제황산공원 진해탑,Jehwangsan Park Tower,역사·문화,35.14939,128.66469,,,50,09:00–18:00 · 유료(모노레일),진해 시가지를 내려다보는 군함 모양 전망탑.
창원,경화역 공원,Gyeonghwa Station Park,힐링·생태,35.14902,128.69788,,,40,상시 개방 · 무료,폐선 철길을 따라 벚꽃이 이어지는 공원.
창원,진해루,Jinhaeru Pavilion,해양·자연,35.11029,128.66827,,,30,상시 개방 · 무료,속천항 바다 위로 선 2층 누각.
창원,안민고개 전망대,Anmin Pass Lookout,힐링·생태,35.17614,128.66627,,,40,상시 개방 · 무료,진해만과 창원 시가지를 한눈에 보는 고갯길.
창원,창동예술촌,Changdong Art Village,테마파크·액티비티,35.20586,128.57228,,,60,상시 개방 · 무료,옛 마산 도심의 골목 공방·갤러리 거리.
창원,문신미술관,Moonshin Art Museum,테마파크·액티비티,35.19662,128.56703,,,60,09:00–18:00 · 월 휴관 · 유료,조각가 문신의 작업과 언덕 위 전시관.
창원,국립3·15민주묘지,March 15 National Cemetery,역사·문화,35.22768,128.59266,,,40,09:00–18:00 · 무료,3·15 의거 희생자를 모신 국립묘지.
창원,무학산,Muhaksan,힐링·생태,35.22047,128.54268,,,180,상시 개방 · 무료,마산만을 내려다보는 억새 능선 산행.
창원,성주사,Seongjusa Temple,역사·문화,35.20036,128.70426,,,40,상시 개방 · 무료,불모산 자락의 신라 고찰.
창원,마금산온천,Magumsan Hot Springs,힐링·생태,35.33832,128.62047,,,90,시설별 상이 · 유료,낙동강 가까운 알칼리 온천 마을.
창원,다호리 고분군,Dahori Tombs,역사·문화,35.31549,128.72559,,,40,상시 개방 · 무료,변한 시기 목관묘가 나온 유적.
창원,광암해수욕장,Gwangam Beach,해양·자연,35.10708,128.49261,,,60,상시 개방 · 무료,진동만의 조용한 백사장.
양산,양산 신흥사,Sinheungsa Temple Yangsan,역사·문화,35.40309,129.09188,,,40,상시 개방 · 무료,대광전 벽화로 알려진 천성산 고찰.
양산,천성산 화엄벌,Cheonseongsan Hwaeombeol,힐링·생태,35.39306,129.11278,,,210,상시 개방 · 무료,억새가 덮인 정상 고원 능선.
양산,영축산 자장암,Jajangam Hermitage,역사·문화,35.49926,129.07617,,,40,상시 개방 · 무료,통도사 산내 암자 가운데 금와보살 전설이 남은 곳.
양산,배내골,Baenaegol Valley,힐링·생태,35.49361,129.00583,,,120,상시 개방 · 무료,영남알프스 사이로 흐르는 여름 계곡.
양산,원동 매화마을,Wondong Plum Blossom Village,힐링·생태,35.36306,128.99889,,,60,상시 개방 · 무료,낙동강변을 따라 3월에 매화가 피는 마을.
양산,양산 워터파크 웅상,Ungsang Spa Valley,테마파크·액티비티,35.34944,129.18583,,,150,계절별 상이 · 유료,천성산 동쪽 웅상권의 온천·물놀이 시설.
양산,양산시립박물관,Yangsan City Museum,역사·문화,35.34292,129.03556,,,50,09:00–18:00 · 월 휴관 · 무료,북정리 고분군 출토품을 모은 지역 박물관.
양산,북정리 고분군,Bukjeong-ri Tombs,역사·문화,35.34611,129.03444,,,30,상시 개방 · 무료,삼국시대 양산 세력의 봉토분 무리.
양산,영남알프스 하늘억새길,Yeongnam Alps Sky Ridge,힐링·생태,35.53861,129.01167,,,240,상시 개방 · 무료,천황산·재약산으로 이어지는 억새 능선길.
양산,황산베랑길,Hwangsan Berang Trail,힐링·생태,35.32222,128.98611,,,90,상시 개방 · 무료,낙동강 절벽을 따라 난 자전거·도보길.
울산,간월재,Ganwoljae Pass,힐링·생태,35.573,129.01583,,Y,210,상시 개방 · 무료,영남알프스 능선의 대표 억새 평원.
울산,신불산 억새평원,Sinbulsan Reed Plain,힐링·생태,35.56444,129.02083,,,240,상시 개방 · 무료,가을이면 은빛으로 덮이는 정상 고원.
울산,석남사,Seoknamsa Temple,역사·문화,35.58104,129.04722,,,50,08:00–18:00 · 유료,가지산 자락의 비구니 수행 도량.
울산,파래소폭포,Paraeso Falls,힐링·생태,35.54972,129.00861,,,90,상시 개방 · 무료,배내골 안쪽 숲길 끝의 소와 폭포.
울산,천전리 각석,Cheonjeon-ri Petroglyphs,역사·문화,35.62472,129.19222,,,40,상시 개방 · 무료,반구대와 함께 남은 선사·신라 시대 각석.
울산,울산대교 전망대,Ulsan Bridge Observatory,테마파크·액티비티,35.51792,129.39,,,40,09:00–22:00 · 무료,항만과 공단 야경이 펼쳐지는 전망대.
울산,주전 몽돌해변,Jujeon Pebble Beach,해양·자연,35.55361,129.43944,,,50,상시 개방 · 무료,검은 자갈이 파도에 구르는 해변.
울산,외고산 옹기마을,Oegosan Onggi Village,역사·문화,35.43194,129.27694,,,70,09:00–18:00 · 무료(체험 유료),전통 옹기를 굽는 장인 마을.
울산,울산박물관,Ulsan Museum,역사·문화,35.53472,129.29028,,,60,09:00–18:00 · 월 휴관 · 무료,울산의 역사와 산업화를 다룬 시립 박물관.
울산,태화루,Taehwaru Pavilion,역사·문화,35.552,129.31667,,,30,09:00–18:00 · 무료,태화강을 굽어보는 복원 누각.
울산,진하해수욕장,Jinha Beach,해양·자연,35.37694,129.34667,,,60,상시 개방 · 무료,명선도가 보이는 남부권 해변.
울산,서생포왜성,Seosaengpo Japanese Fortress,역사·문화,35.37389,129.34333,,,40,상시 개방 · 무료,임진왜란 때 쌓은 해안 성곽.
통영,욕지도,Yokjido,해양·자연,34.62583,128.26139,,,360,여객선 운항 시간 · 유료,모노레일과 해안 절벽길을 갖춘 남해 큰 섬.
통영,장사도 해상공원,Jangsado Sea Park,힐링·생태,34.72833,128.50861,,,240,여객선 운항 시간 · 유료,동백과 야생화가 덮인 정원 섬.
통영,한산도 제승당,Hansando Jeseungdang,역사·문화,34.77389,128.48417,,,180,여객선 운항 시간 · 유료,이순신이 삼도수군을 지휘하던 진영 터.
통영,미륵산 정상 전망대,Mireuksan Summit Lookout,힐링·생태,34.81361,128.42056,,,90,상시 개방 · 무료,한려수도의 섬들이 한눈에 들어오는 봉우리.
