화면,도시,시군,순번,id,장소명,장소명(영문),분류코드,분류,위도,경도,권장체류(분),체류표기,운영시간(원문),개장(파싱),폐장(파싱),운영시간적용,영상장소,확장장소,한국관광100선,유네스코,무장애,자동코스후보,좌표근거
nation,전국,함양,·,nax411,상림공원,Sangnim Park,heal,힐링·생태·체험,35.52404,127.71976,70,1h 10m,상시 개방 · 무료,,,N,N,Y,N,N,Y,Y,함양군 함양읍 운림리 구글 지오코딩
nation,전국,함양,·,nax412,개평한옥마을,Gaepyeong Hanok Village,herit,역사·문화유산,35.56424,127.76927,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,함양군 지곡면 개평길 35-9 구글 지오코딩
nation,전국,장성,·,nax413,필암서원,Pilam Seowon,herit,역사·문화유산,35.31067,126.75173,50,50m,09:00–18:00 · 무료,09:00,18:00,Y,N,Y,N,Y,N,Y,장성군 황룡면 필암서원로 184 구글 지오코딩
nation,전국,장성,·,nax414,백양사,Baekyangsa Temple,heal,힐링·생태·체험,35.4395,126.88336,90,1h 30m,08:00–18:00 · 유료,08:00,18:00,Y,N,Y,N,N,N,Y,장성군 북하면 백양로 1239 구글 지오코딩
nation,전국,장성,·,nax415,축령산 편백숲,Chungnyeongsan Cypress Forest,heal,힐링·생태·체험,35.39539,126.73459,90,1h 30m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,장성군 서삼면 모암리 구글 지오코딩
nation,전국,정읍,·,nax416,무성서원,Museong Seowon,herit,역사·문화유산,35.60186,126.98385,50,50m,09:00–18:00 · 무료,09:00,18:00,Y,N,Y,N,Y,N,Y,정읍시 칠보면 원촌1길 44-12 구글 지오코딩
nation,전국,정읍,·,nax417,내장산 국립공원,Naejangsan National Park,heal,힐링·생태·체험,35.4797,126.88798,150,2h 30m,상시 개방 · 주차 유료,,,N,N,Y,Y,N,N,Y,정읍시 내장동 구글 지오코딩
nation,전국,정읍,·,nax418,구절초지방정원,Gujeolcho Garden,heal,힐링·생태·체험,35.55339,127.01797,60,1h,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,정읍시 산내면 매죽리 구글 지오코딩
nation,전국,논산,·,nax419,돈암서원,Donam Seowon,herit,역사·문화유산,36.20923,127.18076,50,50m,09:00–18:00 · 무료,09:00,18:00,Y,N,Y,N,Y,N,Y,논산시 연산면 임3길 26-14 구글 지오코딩
nation,전국,논산,·,nax420,관촉사,Gwanchoksa Temple,herit,역사·문화유산,36.18815,127.11319,60,1h,08:00–18:00 · 무료,08:00,18:00,Y,N,Y,N,N,N,Y,논산시 관촉로1번길 25 구글 지오코딩
nation,전국,논산,·,nax421,탑정호 출렁다리,Tapjeongho Suspension Bridge,activity,테마파크·액티비티,36.18075,127.16008,50,50m,09:00–22:00 · 무료,09:00,22:00,Y,N,Y,N,N,N,Y,논산시 가야곡면 종연리 175-2 구글 지오코딩
nation,전국,경기광주,·,nax422,남한산성,Namhansanseong,herit,역사·문화유산,37.48159,127.18482,120,2h,상시 개방 · 행궁 유료,,,N,N,Y,N,Y,N,Y,광주시 남한산성면 산성리 661 구글 지오코딩
nation,전국,경기광주,·,nax423,화담숲,Hwadam Forest,heal,힐링·생태·체험,37.34126,127.2892,120,2h,08:30–18:00 · 유료 · 예약제,08:30,18:00,Y,N,Y,N,N,N,Y,광주시 도척면 도척윗로 278 구글 지오코딩
nation,전국,경기광주,·,nax424,곤지암도자공원,Gonjiam Ceramic Park,activity,테마파크·액티비티,37.35213,127.32743,70,1h 10m,10:00–18:00 · 월 휴관 · 무료,10:00,18:00,Y,N,Y,N,N,N,Y,광주시 곤지암읍 경충대로 727 구글 지오코딩
nation,전국,익산,·,nax425,미륵사지,Mireuksa Temple Site,herit,역사·문화유산,36.01079,127.03063,80,1h 20m,상시 개방 · 무료,,,N,N,Y,N,Y,N,Y,익산시 금마면 기양리 97 구글 지오코딩
nation,전국,익산,·,nax426,왕궁리 유적,Wanggungni Site,herit,역사·문화유산,35.97281,127.05487,70,1h 10m,상시 개방 · 무료,,,N,N,Y,N,Y,N,Y,익산시 왕궁면 왕궁리 산80-1 구글 지오코딩
nation,전국,익산,·,nax427,익산 보석박물관,Iksan Jewelry Museum,activity,테마파크·액티비티,35.9906,127.10257,60,1h,10:00–18:00 · 월 휴관 · 유료,10:00,18:00,Y,N,Y,N,N,N,Y,익산시 왕궁면 호반로 8 구글 지오코딩
nation,전국,고창,·,nax428,고창 고인돌 유적,Gochang Dolmen Site,herit,역사·문화유산,35.44873,126.64983,70,1h 10m,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,N,Y,N,Y,고창군 아산면 상갑리 275-2 구글 지오코딩
nation,전국,고창,·,nax429,선운사,Seonunsa Temple,herit,역사·문화유산,35.49694,126.57823,90,1h 30m,08:00–18:00 · 유료,08:00,18:00,Y,N,Y,N,N,N,Y,고창군 아산면 도솔길 250 구글 지오코딩
nation,전국,고창,·,nax430,고창읍성,Gochang Fortress,herit,역사·문화유산,35.43089,126.70448,60,1h,상시 개방 · 유료,,,N,N,Y,N,N,N,Y,고창군 고창읍 모양성로 1 구글 지오코딩
nation,전국,화순,·,nax431,화순 고인돌 유적,Hwasun Dolmen Site,herit,역사·문화유산,34.98515,126.91858,60,1h,상시 개방 · 무료,,,N,N,Y,N,Y,N,Y,화순군 도곡면 효산리 1335-3 구글 지오코딩
nation,전국,화순,·,nax432,운주사,Unjusa Temple,herit,역사·문화유산,34.92548,126.88004,70,1h 10m,08:30–18:00 · 유료,08:30,18:00,Y,N,Y,N,N,N,Y,화순군 도암면 천태로 91-44 구글 지오코딩
nation,전국,화순,·,nax433,화순적벽,Hwasun Jeokbyeok,heal,힐링·생태·체험,35.11304,127.12315,70,1h 10m,셔틀 예약제 · 유료,,,N,N,Y,N,N,N,Y,화순군 이서면 장학리 산17 구글 지오코딩
nation,전국,김해,·,nax434,대성동 고분군,Daeseong-dong Tombs,herit,역사·문화유산,35.23741,128.87375,70,1h 10m,09:00–18:00 · 무료,09:00,18:00,Y,N,Y,N,Y,N,Y,김해시 가야의길 126 구글 지오코딩
nation,전국,김해,·,nax435,수로왕릉,Tomb of King Suro,herit,역사·문화유산,35.23521,128.87853,50,50m,09:00–18:00 · 무료,09:00,18:00,Y,N,Y,N,N,N,Y,김해시 왕릉길 26 구글 지오코딩
nation,전국,김해,·,nax436,가야테마파크,Gaya Theme Park,activity,테마파크·액티비티,35.25073,128.89308,90,1h 30m,09:00–18:00 · 월 휴관 · 유료,09:00,18:00,Y,N,Y,N,N,Y,Y,김해시 가야테마길 161 구글 지오코딩
nation,전국,함안,·,nax437,말이산 고분군,Marisan Tombs,herit,역사·문화유산,35.27036,128.40506,60,1h,상시 개방 · 무료,,,N,N,Y,N,Y,N,Y,함안군 가야읍 도항리 583-1 구글 지오코딩
nation,전국,함안,·,nax438,함안박물관,Haman Museum,herit,역사·문화유산,35.2692,128.40365,50,50m,09:00–18:00 · 월 휴관 · 무료,09:00,18:00,Y,N,Y,N,N,N,Y,함안군 가야읍 삼기길 153-31 구글 지오코딩
nation,전국,함안,·,nax439,무진정,Mujinjeong,heal,힐링·생태·체험,35.25542,128.42321,40,40m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,함안군 함안면 괴산4길 25 구글 지오코딩
nation,전국,창녕,·,nax440,교동과 송현동 고분군,Gyo-dong & Songhyeon-dong Tombs,herit,역사·문화유산,35.5417,128.50865,60,1h,상시 개방 · 무료,,,N,N,Y,N,Y,N,Y,창녕군 창녕읍 송현리 103-2 구글 지오코딩
nation,전국,창녕,·,nax441,우포늪,Upo Wetland,heal,힐링·생태·체험,35.5515,128.412,90,1h 30m,일출–일몰 · 무료,,,N,N,Y,Y,N,N,Y,창녕군 유어면 대대리 구글 지오코딩
nation,전국,창녕,·,nax442,화왕산,Hwawangsan,heal,힐링·생태·체험,35.53722,128.56056,150,2h 30m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,창녕군 창녕읍 옥천리 구글 지오코딩
nation,전국,고령,·,nax443,지산동 고분군,Jisan-dong Tombs,herit,역사·문화유산,35.72614,128.25329,70,1h 10m,상시 개방 · 무료,,,N,N,Y,N,Y,N,Y,고령군 대가야읍 지산리 구글 지오코딩
nation,전국,고령,·,nax444,대가야박물관,Daegaya Museum,herit,역사·문화유산,35.723,128.25722,60,1h,09:00–18:00 · 월 휴관 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,고령군 대가야읍 대가야로 1203 구글 지오코딩
nation,전국,고령,·,nax445,개실마을,Gaesil Village,herit,역사·문화유산,35.66745,128.22901,60,1h,상시 · 체험 예약,,,N,N,Y,N,N,N,Y,고령군 쌍림면 합가리 243-5 구글 지오코딩
nation,전국,고성,·,nax446,송학동 고분군,Songhak-dong Tombs,herit,역사·문화유산,34.98035,128.32135,50,50m,상시 개방 · 무료,,,N,N,Y,N,Y,N,Y,고성군 고성읍 송학리 470 구글 지오코딩
nation,전국,고성,·,nax447,상족암군립공원,Sangjogam Park,sea,해양·자연경관,34.9051,128.15112,80,1h 20m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,고성군 하이면 덕명리 구글 지오코딩
nation,전국,고성,·,nax448,당항포관광지,Danghangpo Site,activity,테마파크·액티비티,35.05653,128.39841,70,1h 10m,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,N,N,Y,Y,고성군 회화면 봉동리 57 구글 지오코딩
nation,전국,서천,·,nax449,서천 갯벌,Seocheon Tidal Flat,sea,해양·자연경관,36.12851,126.5884,60,1h,물때 확인 · 무료,,,N,N,Y,N,Y,N,Y,서천군 비인면 선도리 341-6 구글 지오코딩
nation,전국,서천,·,nax450,국립생태원,National Institute of Ecology,heal,힐링·생태·체험,36.02959,126.7248,120,2h,09:30–17:00 · 월 휴관 · 유료,09:30,17:00,Y,N,Y,N,N,N,Y,서천군 마서면 금강로 1210 구글 지오코딩
nation,전국,서천,·,nax451,장항송림산림욕장,Janghang Pine Forest,heal,힐링·생태·체험,36.01351,126.66675,60,1h,상시 개방 · 스카이워크 유료,,,N,N,Y,N,N,N,Y,서천군 장항읍 송림리 구글 지오코딩
nation,전국,신안,·,nax452,신안 갯벌,Sinan Tidal Flat,sea,해양·자연경관,34.96439,126.13658,70,1h 10m,물때 확인 · 무료,,,N,N,Y,N,Y,N,Y,신안군 증도면 지도증도로 1766-15 구글 지오코딩
nation,전국,신안,·,nax453,퍼플섬 반월도,Purple Island,activity,테마파크·액티비티,34.70846,126.13472,90,1h 30m,상시 · 입장료,,,N,N,Y,Y,N,N,Y,신안군 안좌면 박지리 구글 지오코딩
nation,전국,신안,·,nax454,증도 태평염전,Taepyeong Salt Farm,activity,테마파크·액티비티,34.98224,126.1587,70,1h 10m,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,신안군 증도면 대초리 구글 지오코딩
nation,전국,보성,·,nax455,보성 벌교갯벌,Beolgyo Tidal Flat,sea,해양·자연경관,34.76847,127.08325,60,1h,물때 확인 · 무료,,,N,N,Y,N,Y,N,Y,보성군 벌교읍 장암리 구글 지오코딩
nation,전국,보성,·,nax456,대한다원 녹차밭,Daehan Tea Plantation,heal,힐링·생태·체험,34.71563,127.07879,80,1h 20m,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,보성군 보성읍 녹차로 763-67 구글 지오코딩
nation,전국,보성,·,nax457,율포솔밭해수욕장,Yulpo Beach,sea,해양·자연경관,34.66995,127.08996,60,1h,상시 개방 · 해수욕 7–8월,,,N,N,Y,N,N,N,Y,보성군 회천면 동율리 구글 지오코딩
nation,전국,사천,·,nax501,사천 바다케이블카,Sacheon Sea Cable Car,activity,테마파크·액티비티,34.93368,128.05315,80,1h 20m,09:30–18:00 · 유료 · 기상 휴업,09:30,18:00,Y,N,Y,Y,N,N,Y,사천시 사천대로 18 구글 지오코딩
nation,전국,사천,·,nax502,삼천포용궁수산시장,Samcheonpo Fish Market,food,로컬상권·먹거리,34.9275,128.07103,60,1h,06:00–21:00 · 점포별 상이,06:00,21:00,Y,N,Y,N,N,N,Y,사천시 어시장길 64 구글 지오코딩
nation,전국,사천,·,nax503,초양도,Choyangdo,sea,해양·자연경관,35.08022,128.08301,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,사천시 대방동 초양도 구글 지오코딩
nation,전국,사천,·,nax504,사천 항공우주박물관,Sacheon Aerospace Museum,activity,테마파크·액티비티,35.07137,128.06247,80,1h 20m,09:00–18:00 · 월 휴관 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,사천시 사남면 공단1로 78 구글 지오코딩
nation,전국,사천,·,nax505,사천읍성,Sacheon Fortress,herit,역사·문화유산,35.08408,128.09362,40,40m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,사천시 사천읍 정의리 구글 지오코딩
nation,전국,문경,·,nax506,문경새재 도립공원,Mungyeong Saejae Park,herit,역사·문화유산,36.75904,128.07298,120,2h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,문경시 문경읍 새재로 932 구글 지오코딩
nation,전국,문경,·,nax507,단산모노레일,Dansan Monorail,activity,테마파크·액티비티,36.73682,128.15813,70,1h 10m,09:00–17:00 · 유료 · 기상 휴업,09:00,17:00,Y,N,Y,N,N,N,Y,문경시 문경읍 활공장길 106 구글 지오코딩
nation,전국,문경,·,nax508,문경 철로자전거,Rail Bike,activity,테마파크·액티비티,36.65529,128.12827,60,1h,09:00–17:00 · 유료,09:00,17:00,Y,N,Y,N,N,N,Y,문경시 마성면 진남1길 155 구글 지오코딩
nation,전국,문경,·,nax509,봉암사,Bongamsa Temple,herit,역사·문화유산,36.6258,128.0158,60,1h,초파일 외 비공개,,,N,N,Y,N,N,N,Y,문경시 가은읍 원북길 313 구글 지오코딩
nation,전국,문경,·,nax510,오미자테마터널,Omija Theme Tunnel,activity,테마파크·액티비티,36.66065,128.12875,50,50m,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,문경시 마성면 문경대로 1356-1 구글 지오코딩
nation,전국,울진,·,nax511,성류굴,Seongnyugul Cave,heal,힐링·생태·체험,36.95604,129.37979,60,1h,09:00–17:30 · 유료,09:00,17:30,Y,N,Y,N,N,N,Y,울진군 근남면 성류굴로 225 구글 지오코딩
nation,전국,울진,·,nax512,불영사,Buryeongsa Temple,herit,역사·문화유산,36.9569,129.2531,70,1h 10m,08:00–18:00 · 유료,08:00,18:00,Y,N,Y,N,N,N,Y,울진군 금강송면 불영사길 48 구글 지오코딩
nation,전국,울진,·,nax513,덕구온천,Deokgu Hot Spring,heal,힐링·생태·체험,37.07884,129.28332,110,1h 50m,06:00–20:00 · 유료,06:00,20:00,Y,N,Y,N,N,N,Y,울진군 북면 덕구온천로 924 구글 지오코딩
nation,전국,울진,·,nax514,죽변해안스카이레일,Jukbyeon Sky Rail,activity,테마파크·액티비티,37.05578,129.42821,70,1h 10m,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,울진군 죽변면 죽변리 3-26 구글 지오코딩
nation,전국,울진,·,nax515,등기산스카이워크,Deunggisan Skywalk,sea,해양·자연경관,36.67998,129.46627,50,50m,09:00–18:00 · 무료,09:00,18:00,Y,N,Y,N,N,N,Y,울진군 후포면 후포리 산141-21 구글 지오코딩
nation,전국,원주,·,nax516,소금산 그랜드밸리,Sogeumsan Grand Valley,activity,테마파크·액티비티,37.36789,127.82514,110,1h 50m,09:00–17:00 · 유료,09:00,17:00,Y,N,Y,Y,N,N,Y,원주시 지정면 소금산길 12 구글 지오코딩
nation,전국,원주,·,nax517,뮤지엄 산,Museum SAN,activity,테마파크·액티비티,37.41896,127.82299,120,2h,10:00–18:00 · 월 휴관 · 유료,10:00,18:00,Y,N,Y,Y,N,N,Y,원주시 지정면 오크밸리2길 260 구글 지오코딩
nation,전국,원주,·,nax518,치악산 구룡사,Guryongsa Temple,heal,힐링·생태·체험,37.40469,128.0464,80,1h 20m,상시 개방 · 국립공원 입장,,,N,N,Y,N,N,N,Y,원주시 소초면 구룡사로 428 구글 지오코딩
nation,전국,원주,·,nax519,원주 한지테마파크,Hanji Theme Park,activity,테마파크·액티비티,37.33437,127.93546,60,1h,09:00–18:00 · 월 휴관 · 무료,09:00,18:00,Y,N,Y,N,N,N,Y,원주시 한지공원길 151 구글 지오코딩
nation,전국,원주,·,nax520,원주중앙시장,Wonju Jungang Market,food,로컬상권·먹거리,37.34998,127.94924,50,50m,09:00–20:00 · 점포별 상이,09:00,20:00,Y,N,Y,N,N,N,Y,원주시 중앙시장길 6 구글 지오코딩
nation,전국,평창,·,nax521,오대산 월정사,Woljeongsa Temple,herit,역사·문화유산,37.73194,128.59289,100,1h 40m,08:00–18:00 · 유료,08:00,18:00,Y,N,Y,N,Y,N,Y,평창군 진부면 오대산로 374-8 구글 지오코딩
nation,전국,평창,·,nax522,대관령 양떼목장,Daegwallyeong Sheep Farm,heal,힐링·생태·체험,37.68849,128.75276,70,1h 10m,09:00–17:30 · 유료,09:00,17:30,Y,N,Y,N,N,N,Y,평창군 대관령면 대관령마루길 483-32 구글 지오코딩
nation,전국,평창,·,nax523,알펜시아,Alpensia,activity,테마파크·액티비티,37.65692,128.67387,120,2h,시설별 상이 · 유료,,,N,N,Y,N,N,N,Y,평창군 대관령면 솔봉로 325 구글 지오코딩
nation,전국,평창,·,nax524,발왕산 케이블카,Balwangsan Cable Car,heal,힐링·생태·체험,37.64402,128.67874,80,1h 20m,09:00–17:00 · 유료 · 기상 휴업,09:00,17:00,Y,N,Y,N,N,N,Y,평창군 대관령면 용산리 구글 지오코딩
nation,전국,평창,·,nax525,봉평 이효석문화마을,Bongpyeong Literary Village,herit,역사·문화유산,37.48971,128.45438,70,1h 10m,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,평창군 봉평면 효석문학길 구글 지오코딩
nation,전국,파주,·,nax601,임진각 평화누리,Imjingak Peace Park,herit,역사·문화유산,37.89225,126.74306,90,1h 30m,상시 개방 · 일부 유료,,,N,N,Y,Y,N,N,Y,파주시 문산읍 임진각로 148-40 구글 지오코딩
nation,전국,파주,·,nax602,헤이리 예술마을,Heyri Art Village,activity,테마파크·액티비티,37.78884,126.69872,110,1h 50m,상시 · 시설별 상이,,,N,N,Y,Y,N,N,Y,파주시 탄현면 헤이리마을길 구글 지오코딩
nation,전국,파주,·,nax603,파주 프로방스마을,Provence Village,food,로컬상권·먹거리,37.79097,126.6844,60,1h,10:00–21:00 · 무료,10:00,21:00,Y,N,Y,N,N,N,Y,파주시 탄현면 새오리로 77 구글 지오코딩
nation,전국,파주,·,nax604,마장호수 흔들다리,Majang Lake Bridge,heal,힐링·생태·체험,37.77565,126.92783,60,1h,09:00–18:00 · 무료,09:00,18:00,Y,N,Y,N,N,N,Y,파주시 광탄면 기산로 313 구글 지오코딩
nation,전국,파주,·,nax605,파주 프리미엄아울렛,Paju Premium Outlets,food,로컬상권·먹거리,37.75959,126.77777,120,2h,10:30–21:00,10:30,21:00,Y,N,Y,N,N,N,Y,파주시 필승로 200 구글 지오코딩
nation,전국,고양,·,nax606,일산호수공원,Ilsan Lake Park,heal,힐링·생태·체험,37.65674,126.76625,80,1h 20m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,고양시 일산동구 호수로 595 구글 지오코딩
nation,전국,고양,·,nax607,스타필드 고양,Starfield Goyang,food,로컬상권·먹거리,37.64731,126.89528,120,2h,10:00–22:00,10:00,22:00,Y,N,Y,N,N,N,Y,고양시 덕양구 고양대로 1955 구글 지오코딩
nation,전국,고양,·,nax608,고양 행주산성,Haengju Fortress,herit,역사·문화유산,37.59557,126.82815,70,1h 10m,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,N,N,Y,Y,고양시 덕양구 행주로15번길 89 구글 지오코딩
nation,전국,고양,·,nax609,킨텍스,KINTEX,activity,테마파크·액티비티,37.66899,126.74589,90,1h 30m,행사별 상이,,,N,N,Y,N,N,N,Y,고양시 일산서구 킨텍스로 217-60 구글 지오코딩
nation,전국,포천,·,nax610,포천 아트밸리,Pocheon Art Valley,activity,테마파크·액티비티,37.92912,127.23488,90,1h 30m,09:00–19:00 · 유료,09:00,19:00,Y,N,Y,N,N,N,Y,포천시 신북면 아트밸리로 234 구글 지오코딩
nation,전국,포천,·,nax611,산정호수,Sanjeong Lake,heal,힐링·생태·체험,38.07059,127.32039,70,1h 10m,상시 개방 · 주차 유료,,,N,N,Y,N,N,N,Y,포천시 영북면 산정호수로 구글 지오코딩
nation,전국,포천,·,nax612,허브아일랜드,Herb Island,heal,힐링·생태·체험,37.96539,127.13167,100,1h 40m,09:00–22:00 · 유료,09:00,22:00,Y,N,Y,N,N,N,Y,포천시 신북면 청신로947번길 35 구글 지오코딩
nation,전국,포천,·,nax613,국립수목원 광릉숲,Gwangneung Forest,heal,힐링·생태·체험,37.75976,127.16888,110,1h 50m,09:00–18:00 · 예약제 · 유료,09:00,18:00,Y,N,Y,N,Y,N,Y,포천시 소흘읍 광릉수목원로 415 구글 지오코딩
nation,전국,이천,·,nax614,예스파크 도자예술마을,Yespark Ceramic Village,activity,테마파크·액티비티,37.29345,127.38475,90,1h 30m,10:00–18:00 · 월 휴관 · 무료,10:00,18:00,Y,N,Y,N,N,N,Y,이천시 신둔면 도자예술로5번길 109 구글 지오코딩
nation,전국,이천,·,nax615,설봉공원,Seolbong Park,heal,힐링·생태·체험,37.27661,127.42663,60,1h,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,이천시 경충대로2709번길 128 구글 지오코딩
nation,전국,이천,·,nax616,이천 테르메덴,Termeden Spa,heal,힐링·생태·체험,37.19541,127.4462,150,2h 30m,09:00–19:00 · 유료,09:00,19:00,Y,N,Y,N,N,N,Y,이천시 모가면 사실로 984 구글 지오코딩
nation,전국,이천,·,nax617,이천 온천,Icheon Hot Spring,heal,힐링·생태·체험,37.28008,127.45268,110,1h 50m,06:00–20:00 · 유료,06:00,20:00,Y,N,Y,N,N,N,Y,이천시 안흥동 구글 지오코딩
nation,전국,남양주,·,nax618,다산유적지,Dasan Historic Site,herit,역사·문화유산,37.51654,127.30091,60,1h,09:00–18:00 · 월 휴관 · 무료,09:00,18:00,Y,N,Y,N,N,N,Y,남양주시 조안면 다산로747번길 11 구글 지오코딩
nation,전국,남양주,·,nax619,수종사,Sujongsa Temple,heal,힐링·생태·체험,37.57103,127.30275,80,1h 20m,05:00–19:00 · 무료,05:00,19:00,Y,N,Y,N,N,N,Y,남양주시 조안면 북한강로433번길 186 구글 지오코딩
nation,전국,남양주,·,nax620,피아노폭포,Piano Waterfall,activity,테마파크·액티비티,37.6302,127.34749,40,40m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,남양주시 화도읍 북한강로 구글 지오코딩
nation,전국,양양,·,nax621,낙산사,Naksansa Temple,herit,역사·문화유산,38.12462,128.62805,90,1h 30m,05:00–18:00 · 유료,05:00,18:00,Y,N,Y,N,N,N,Y,양양군 강현면 낙산사로 100 구글 지오코딩
nation,전국,양양,·,nax622,하조대,Hajodae,sea,해양·자연경관,38.02109,128.73568,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,양양군 현북면 조준길 99 구글 지오코딩
nation,전국,양양,·,nax623,죽도해변,Jukdo Beach,sea,해양·자연경관,37.97503,128.75973,70,1h 10m,상시 개방 · 서핑 강습 유료,,,N,N,Y,N,N,N,Y,양양군 현남면 인구리 구글 지오코딩
nation,전국,양양,·,nax624,서피비치,Surfyy Beach,activity,테마파크·액티비티,38.02892,128.71753,90,1h 30m,09:00–일몰 · 일부 유료,,,N,N,Y,N,N,N,Y,양양군 현북면 하조대해안길 119 구글 지오코딩
nation,전국,삼척,·,nax625,죽서루,Jukseoru,herit,역사·문화유산,37.4409,129.16047,40,40m,09:00–18:00 · 무료,09:00,18:00,Y,N,Y,N,N,N,Y,삼척시 죽서루길 37 구글 지오코딩
nation,전국,삼척,·,nax626,대금굴·환선굴,Daegeumgul & Hwanseongul,heal,힐링·생태·체험,37.31919,129.01833,120,2h,08:30–17:00 · 유료 · 대금굴 예약,08:30,17:00,Y,N,Y,N,N,N,Y,삼척시 신기면 환선로 800 구글 지오코딩
nation,전국,삼척,·,nax627,장호항,Jangho Port,sea,해양·자연경관,37.2885,129.31753,80,1h 20m,상시 · 투명카약 유료,,,N,N,Y,N,N,N,Y,삼척시 근덕면 장호리 구글 지오코딩
nation,전국,삼척,·,nax628,삼척해수욕장,Samcheok Beach,sea,해양·자연경관,37.46833,129.16917,70,1h 10m,상시 개방 · 해수욕 7–8월,,,N,N,Y,N,N,N,Y,삼척시 갈천동 구글 지오코딩
nation,전국,인제,·,nax629,원대리 자작나무숲,Wondae-ri Birch Forest,heal,힐링·생태·체험,38.00959,128.19449,120,2h,09:00–17:00 · 무료 · 동절기 통제,09:00,17:00,Y,N,Y,Y,N,N,Y,인제군 인제읍 자작나무숲길 760 구글 지오코딩
nation,전국,인제,·,nax630,백담사,Baekdamsa Temple,herit,역사·문화유산,38.16515,128.37409,90,1h 30m,08:00–17:00 · 셔틀 유료,08:00,17:00,Y,N,Y,N,N,N,Y,인제군 북면 백담로 746 구글 지오코딩
nation,전국,인제,·,nax631,내린천 래프팅,Naerincheon Rafting,activity,테마파크·액티비티,38.0281,128.23416,150,2h 30m,5–10월 · 유료,,,N,N,Y,N,N,N,Y,인제군 기린면 내린천로 구글 지오코딩
nation,전국,인제,·,nax632,인제 스피디움,Inje Speedium,activity,테마파크·액티비티,38.00202,128.29181,120,2h,행사별 상이 · 유료,,,N,N,Y,N,N,N,Y,인제군 기린면 상하답로 130 구글 지오코딩
nation,전국,태백,·,nax633,태백산 국립공원,Taebaeksan National Park,heal,힐링·생태·체험,37.0989,128.91632,180,3h,상시 개방 · 주차 유료,,,N,N,Y,N,N,N,Y,태백시 소도동 구글 지오코딩
nation,전국,태백,·,nax634,검룡소,Geomnyongso Spring,heal,힐링·생태·체험,37.2277,128.92464,70,1h 10m,09:00–17:00 · 무료,09:00,17:00,Y,N,Y,N,N,N,Y,태백시 창죽동 산1-1 구글 지오코딩
nation,전국,태백,·,nax635,구문소,Gumunso,heal,힐링·생태·체험,37.09298,129.04223,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,태백시 동점동 구글 지오코딩
nation,전국,태백,·,nax636,통리탄탄파크,Tongni Coal Park,activity,테마파크·액티비티,37.16149,129.04297,70,1h 10m,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,N,N,N,Y,태백시 통리로 구글 지오코딩
nation,전국,청주,·,nax637,상당산성,Sangdangsanseong,herit,역사·문화유산,36.662,127.54103,80,1h 20m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,청주시 상당구 산성동 구글 지오코딩
nation,전국,청주,·,nax638,청남대,Cheongnamdae,heal,힐링·생태·체험,36.46181,127.48919,120,2h,09:00–18:00 · 월 휴관 · 유료,09:00,18:00,Y,N,Y,Y,N,N,Y,청주시 상당구 문의면 청남대길 646 구글 지오코딩
nation,전국,청주,·,nax639,수암골,Suam-gol,activity,테마파크·액티비티,36.64726,127.49429,50,50m,상시 개방 · 무료,,,N,N,Y,N,N,N,Y,청주시 상당구 수동로 15 구글 지오코딩
nation,전국,청주,·,nax640,고인쇄박물관,Early Printing Museum,herit,역사·문화유산,36.64404,127.47148,70,1h 10m,09:00–18:00 · 월 휴관 · 무료,09:00,18:00,Y,N,Y,N,N,N,Y,청주시 흥덕구 직지대로 713 구글 지오코딩
nation,전국,제천,·,nax641,청풍호반케이블카,Cheongpung Lake Cable Car,activity,테마파크·액티비티,37.00133,128.16661,70,1h 10m,09:00–18:00 · 유료,09:00,18:00,Y,N,Y,Y,N,Y,Y,제천시 청풍면 문화재길 166 구글 지오코딩
